City,Region,tif_count,Latitude,Longitude,bio_1.tif,bio_10.tif,bio_11.tif,bio_12.tif,bio_13.tif,bio_14.tif,bio_15.tif,bio_16.tif,bio_17.tif,bio_18.tif,bio_19.tif,bio_2.tif,bio_3.tif,bio_4.tif,bio_5.tif,bio_6.tif,bio_7.tif,bio_8.tif,bio_9.tif
Ocumare del Tuy,SOUTH AMERICA,0.350000003,10.16652738,-66.83343286,247.9985668,257.9985668,239.9990445,1213.946015,206.9914006,17.99952226,63.99952226,568.9751573,78,178.9871009,568.9751573,54.99952226,63,778.9933116,295.998089,208.9990445,85.99952226,239.9990445,247.9995223
Odense,EUROPE,2.050000016,55.43375685,10.34473929,84.91903635,161.0854615,5.919036348,587.7297113,59.40307816,30.02406242,20.02398204,175.2129674,101.9271291,169.4141359,128.8555666,34.64641078,15.73072636,6443.859835,189.9916335,-27.86104493,218.0677204,152.652875,33.06147946
Odessa1,NORTH AMERICA,1.27000001,31.9199069,-102.4081332,176.8645594,276.0944867,72.85668739,312.1798713,62.76719817,0.094885304,66.12545664,138.8854599,19.78137144,107.2072444,19.78137144,131.1880572,38,8253.879274,342.2203419,-0.032683342,342.2530253,270.0944867,72.85668739
Odessa2,EUROPE,3.240000026,46.52313352,30.66151228,103.3029376,218.8973902,-10.33394953,485.1734304,57.41341915,25.00498298,23.026551,157.0747173,100.0446721,154.0128442,113.1994416,78.68905628,23.54033033,9365.066755,275.1149352,-52.19388269,327.7445735,196.9314445,41.61300159
Odienne,AFRICA,0.090000001,9.546621299,-7.583472912,250.1222541,275.1222541,233.561127,1381.222541,323.6112703,0.438872971,103.561127,873.0281757,7.438872971,40.31661891,873.0281757,99,53.43887297,1704.344795,347.6833811,163.561127,183.561127,233.561127,265.1222541
Ogbomosho,AFRICA,1.23000001,8.125358003,4.197128363,248.0476854,267.7715357,229.3566344,1160.972781,196.2041594,4.505967417,73.50596742,502.6200006,17.95366796,159.1593714,501.2392519,78.50596742,54,1505.978679,330.2775031,185.9566193,144.0119348,230.4612333,257.7715357
Ogden,NORTH AMERICA,4.695454631,41.19996232,-112.0279785,91.77088747,211.0352707,-7.702803071,541.4063378,64.40240732,16.23701441,30.5003496,182.5172842,77.21588031,77.21588031,150.8023114,118.5518682,31.89973508,9004.360055,313.1754311,-56.21690661,369.9291516,66.67455664,211.0352701
Oita,ASIA,1.810000015,33.26429489,131.6059156,165.1888946,258.8935219,72.54328316,1766.195845,283.0371742,53.65344123,50.93454043,686.8074672,180.0737396,638.7797786,184.0640723,54.28645051,20.63253427,7542.515842,295.5437205,35.03415717,260.1646264,242.5802524,94.56580935
Ojinaga,NORTH AMERICA,0.270000002,29.58319397,-104.459758,213,294.5154254,121,325.4228731,60.51542538,2.484574619,64,159.9691492,27,138.9382985,32,134,41,7129.938298,370,43,327,283,126
Okahandja,AFRICA,0.150000001,-21.91680583,16.85013968,194.5932955,240.5932955,135.3899433,376.0335224,119.5932955,0,129.9832388,291.7966478,2.203352236,150.8134089,2.203352236,145,53,4336.744146,317.5932955,43.59329553,273.2033522,221.5932955,135.3899433
Okara,ASIA,141.8755105,30.89399101,73.25792425,240.1849169,322.3406977,129.3354003,319.0616337,98.35773226,0.000548032,116.7071119,221.4452845,5.074391328,206.7170411,26.86654135,130.0335424,36.44207432,8076.96517,394.3087868,40.99638171,353.0540043,315.1583975,195.219971
Okayama,ASIA,3.900000031,34.66066946,133.8147544,159.2870303,263.188107,58.96039702,1173.814547,176.1451027,39.19396507,49.32691816,446.180152,125.267363,419.2701978,125.267363,74.1464313,24.55940557,8327.025345,314.6717505,16.32594328,297.9688399,226.3060907,58.96039702
Okha,ASIA,0.390000003,53.63262525,142.9017489,-13.55978371,120.0243703,-147.9388151,573.5176237,82.78922407,14.97562968,53.9909775,244.214712,58.96028187,232.4310887,72.18577693,38.16830806,11.10085044,10969.57293,152.0918279,-178.4221187,331.4374666,90.92351988,-102.0764801
Oklahoma City,NORTH AMERICA,9.140000073,35.53528995,-97.56575101,156.6947468,269.7449877,41.48097828,760.7983685,113.9724653,23.80145852,42.27774833,271.7503348,87.80280499,216.0606753,87.80280499,107.1330221,29,9237.86956,342.5773904,-18.04768751,361.02537,195.0570754,41.48097828
Oktyabrsk,ASIA,0.150000001,49.49986055,57.38912195,50.6711415,224,-122,266.9865755,26.3288585,15.3288585,16,79,55.657717,72.6711415,59.657717,100,20,14099.0537,303,-182,486,129,-105
Oktyabrskiy,EUROPE,0.530000004,54.50958395,53.4417896,40.88172971,204.8817297,-118.8151172,470.9614286,64.32929351,18,40.60630622,181.1463114,65.72108654,181.1463114,78.41603268,84,18,13171.13245,273.8817297,-173.3971838,447.2789135,204.8817297,-50.69843612
Olavarria,SOUTH AMERICA,0.540000004,-36.84566356,-60.35029316,135.8537065,200.5055676,72.5055676,890.3962475,123,38.88889599,34.85370653,310.5407571,121.8222088,274.9796375,121.8222088,97,40,5184.892524,263.8537065,23.5055676,240.2018455,190.7074131,72.5055676
Olbia,EUROPE,0.420000003,40.97228197,9.458459681,164.1214629,232.6682707,104.1214629,569.4949685,84.72386823,8.190471524,52.14047188,229.1685072,42.08099035,51.13099,207.4072639,41.29916676,21.82775148,5367.460173,270.1396859,81.79051954,188.1586949,146.6682707,230.3119345
Oldenburg,EUROPE,1.980000016,53.19019484,8.156994995,91.77205273,168.8231492,11.68055242,760.2417357,83.50538118,40.10571957,20,239.9137842,139.1682382,239.9137842,176.3385113,66.6605177,26,6469.303804,214.5240707,-38.77786121,253.3175925,168.8231492,41.73164891
Olgiy,ASIA,0.240000002,48.99986056,89.9165267,-34,128,-199,85,26,0,114,63,0,63,0,121,25,13153,195,-278,474,128,-172
Olinda,SOUTH AMERICA,1.776657471,-7.919120935,-34.92363571,254.8284363,262.9787219,242.0100562,2004.018947,306.5621823,39.07066848,61.24612936,897.4922933,145.4623762,437.2188737,772.2670774,37.57920985,61.16081475,911.4571603,285.0529514,222.4937271,61.86646521,245.8736863,260.1731081
Olmaliq,ASIA,0.660000005,40.90657411,69.54548422,131.7131918,255.0462648,10.02706115,478.7723732,82.08633985,0.591933298,69.11943778,215.3121023,10.66692705,18.54748927,157.9670095,108.9250062,28,10003.33968,331.4543315,-57.09237664,389.0192036,74.11084232,251.0018207
Olmos,SOUTH AMERICA,0.06,-5.916805892,-79.8049984,239.7084536,247.0250722,233.0501443,236.7177733,87.73352578,0,128.5830928,152.2005773,0.341690723,148.2256495,18.68338145,92.34169072,80.31661855,524.9312164,293.3918351,178.3667629,114.0250722,245.0250722,233.7084536
Olomouc,EUROPE,0.800000006,49.64692729,17.20828095,86.12395133,184.7362467,-19.75209734,662.8478184,95.31234843,30.51689821,43.27645684,268.7909578,97.28694135,268.6670065,100.7879889,82,26,8282.897613,237.7362467,-73.87604867,312.1239513,180.8504634,-4.876048668
Olongapo,MALAY ARCHIPELAGO,2.420000019,14.97106172,120.1452983,267.6669474,276.6669474,256.78706,3067.243013,863.550501,2.909436301,114.2598933,2023.480059,15.34207292,732.9932478,31.61574862,52.62923395,59.09229376,779.8606406,312.5191818,223.8105382,88.37462751,267.1196472,259.1974649
Olovyannaya,ASIA,0.080000001,50.99986055,115.5418768,-12.50420213,180,-218,349.4621808,106.4705851,1,122.9915957,253.4537765,5,253.4537765,5,102,18,16021.18489,244,-298.5042021,543.0084043,180,-180.5042021
Olsztyn,EUROPE,1.150000009,53.82244558,20.44710752,71.46956332,172.9563782,-31.51319137,632.5278401,87.45391915,24.89739701,37.78838946,244.81467,90.17901212,244.81467,104.1416493,78.04333077,25,8368.108656,224.9826092,-83.51319137,309.3495757,172.9563782,-1.031862505
Olympia,NORTH AMERICA,2.50000002,47.06697769,-122.8949944,111.2940078,179.0594124,57.49620532,1320.427295,213.5316352,18.80066445,64.20747361,625.9965115,89.85298939,98.09185967,579.0816886,87.90473204,39,4981.730647,254.9641445,30.52740278,223.9319398,59.03220467,174.0594124
Omagh,EUROPE,0.280000002,54.6665272,-7.333423063,92.9976072,142.997009,45.9976072,1126.044865,118.0041874,70.0023928,17.0005982,340.014955,234.0077766,269.008973,308.0155532,56.9994018,34,3940.003589,179.9976072,14.9976072,164,75.997009,94.00418739
Omaha,NORTH AMERICA,7.780000062,41.27751387,-96.05912918,102.9319354,233.4297515,-36.85684197,800.9250875,113.0632457,19.27337043,52.73393357,313.0129889,68.51150485,312.3606745,68.51150485,97.94404241,24,10988.72649,304.5978318,-96.28874068,401.4352646,221.8711603,-36.23815599
Omdurman,AFRICA,3.139079756,15.71293636,32.43108125,285.5920808,323.1055432,228.8701485,175.4563925,86.1453549,0,166.8418697,153.2492088,0,36.96695464,0,127,51,3889.778489,396.1629898,148.5497462,247.3567306,306.4454648,241.1794085
Ometepec,NORTH AMERICA,0.280000002,16.74986068,-98.44631919,250,257.6458403,240,1683.750084,380,3,113,1016.166723,14,428.7083194,29.70831935,87.5833613,70,714.9792855,311.937521,187.7083194,124.2292016,253,250
Omsk,ASIA,6.330000051,55.0345066,73.31332877,10.30003428,181.6987667,-160.7513577,352.1843925,63.4539378,10.4693528,54.22284966,160.3704444,39.92288792,160.3704444,47.47563286,95.08633261,20,13855.86581,252.7921054,-217.1933246,470.3652135,181.6987667,-122.1726785
Omutninsk,EUROPE,0.440000003,58.71599151,52.15153422,19.61365187,168.0939761,-126.3397642,593.4604104,75.67150882,29.67952842,30.33976421,199.7952423,94.37832852,199.7952423,107.6321363,77.66023579,18,11778.49249,240.546988,-171.3397642,412,168.0939761,-51.45301196
Ondjiva,AFRICA,0.03,-17.00013918,15.666527,218,254,177,567,138,0,111,379,2,76,5,130,51,3172,343,89,254,220,178
Ondo,AFRICA,1.600000013,7.135425371,4.8171875,246.0346726,260.1104056,230.365087,1568.146407,252.7473074,0,69,650.2436342,27.84031093,248.0625028,650.2436342,66.07167815,57.17426949,1225.636212,313.6813503,198.3752903,115.1876216,230.365087,255.7975962
Ondorhaan,ASIA,0.170000001,47.34822787,110.6274757,-0.184344743,182.8156553,-196.1843447,252.900243,81.41377654,0,129.7627114,195.8942681,0.352949835,195.8942681,0.352949835,118,22,15341.38994,249.8136867,-278.1843447,528.9980315,182.8156553,-161.5372946
Onega,EUROPE,0.410000003,63.97157534,38.04667638,18.21583444,149.11705,-109.1235874,585.496615,70.54352807,28,33,204.5317998,86.10532179,190.7658999,108.6488499,72.33942189,19,10509.61449,223.4564719,-154.4630093,377.9194813,103.6831159,-56.22237184
Ongjin,ASIA,0.420000003,37.99205685,125.3472489,104.543248,225.5428544,-20.53177527,1093.626569,318.5360614,0,111.0548272,709.2056232,31.14039884,706.4865581,41.14000522,59.9627567,17.16827463,10072.03932,268.5242328,-66.51315362,335.03778,222.9920639,-11.26985569
Ongole,ASIA,1.060000008,15.5778223,80.00706755,278.9342791,309.6885159,242.2457631,839.0254199,236.8633912,0,106.903927,519.3629679,10.07278362,151.4908668,44.38802407,66.3658463,42.91351024,2709.230051,358.2344045,204.3981387,153.1490101,278.4994198,271.6325432
Ongwediva,AFRICA,0.090000001,-17.75013918,15.74986033,222,259,177,449,122,0,122,332,2,94,5,130,50,3393,347,89,258,227,178
Onitsha,AFRICA,6.321507987,6.068658329,6.797400971,254.1545603,269.5085438,238.4531423,1976.153807,345.1126669,0.073668969,76.15224769,876.5993907,15.53707585,99.37221668,876.5993907,66.65037931,59,1270.549376,322.6696055,209.8997353,111.9928124,238.4531423,265.5060892
Ontario,NORTH AMERICA,0.210000002,44.08319391,-117.0079431,118.8127042,231.7190563,22.71905626,305.3444646,48,8,47.18729583,121.0936479,26.90635209,26.90635209,121.0936479,113,32,8545.939746,327.7190563,-22.09364791,349.8127042,22.71905626,231.7190563
Oostanay,ASIA,0.960000008,53.24829875,63.59029817,33.85260416,209.0305576,-139.0524271,276.8397392,50.55538745,9.051209189,48.20192678,117.1416734,36.96612573,117.1416734,43.12255064,102,21,14236.17509,280.8211813,-202.0524271,483.0612831,208.8871719,-121.9387169
Opobo,AFRICA,0.090000001,4.602176808,7.499860361,250.7722071,263,237.7722071,2159.022888,337.5945504,8,67,961.5558582,57.54441418,165.2277929,961.5558582,37.45558582,55,1028.59455,292.4555858,223.5444142,68.68337873,237.7722071,261
Opole,EUROPE,1.510000012,50.72520158,17.87689364,84.89348562,183.1113606,-18.25783599,643.7184803,98.1616064,29.37970302,43.92282937,262.9501346,93.86969126,262.9501346,99.4777757,82,26,8181.987886,235.742164,-72.78212502,308.6756106,183.1113606,-6.531024633
Oradea,EUROPE,0.980000008,47.11053283,21.87581043,99.92549113,200.9355242,-13.08437084,631.6755799,90.80038207,32.03232281,33.26616809,230.8002821,102.3098898,223.2373566,119.4452728,92.52058049,28,8710.552461,258.9355242,-70.07433781,329.2860523,187.2117145,5.915629162
Oral,EUROPE,1.050000008,51.25401474,51.33647465,63.75062905,233.7506291,-108.0012781,305.7791277,41.24937095,16.80047936,24.39904127,99.85160776,55.60095873,99.85160776,66.93699734,95.95142778,20,13904.60115,308.7506291,-168.0012781,477.1890439,233.7506291,-33.00127809
Oran,AFRICA,4.230000034,35.77363308,-0.536821219,180.0148411,251.3645297,122.0601892,347.7088007,55.15361734,0,69.08617159,161.1980849,6.634197683,13.21465459,156.5495001,63.34231657,29.33758835,5274.709983,304.3268993,89.96204017,213.6886556,133.9207876,242.8106256
Orange,AUSTRALIA,0.490000004,-33.24668097,149.066358,120.8809739,186.1244931,52.67895247,789.4675115,81.54411054,46.57003379,17.20202148,227.969195,151.7930968,208.5181873,210.7985639,99.20202148,40,5385.345661,248.0829954,4.678952469,243.404043,98.79285538,121.0726466
Orange Walk,NORTH AMERICA,0.140000001,18.11920684,-88.58347259,255,270,235,1380.256609,204.7035381,31.13569205,54.86430795,537.8141523,116.4070762,537.8141523,187.1106142,52.43215397,57,1495.728616,299,207,91.43215397,269.432154,248
Orangeburg,NORTH AMERICA,0.520000004,33.54494685,-80.9006196,168.574344,255.4589652,77.11216674,1174.181515,142.8173405,61.58076813,25.07885747,399.4904836,220.276915,399.4904836,273.7377609,99.3467985,34,7242.532941,303.264729,13.91793048,289.2314197,255.4589652,130.1204715
Orangeville,NORTH AMERICA,0.230000002,43.9676156,-80.15575471,55.65216966,176.78407,-66.34783034,891.4096493,92.91597043,54.03768028,13.13261495,255.8414168,181.5659964,253.2283566,185.9152559,84,23,10092.67832,235.7847846,-117.4804453,353.8782901,174.2652299,-59.34783034
Oranjemund,AFRICA,0.03,-28.50013913,16.41652699,185,214,151,40,7,0,54,17,1,1,17,105,60,2575,269,96,173,157,214
Oranjestad,SOUTH AMERICA,0.490000004,12.57820571,-70.06292233,269.6323116,279.6323116,259.5717693,401.2589851,71.86607641,6.373488195,63.879939,198.6723553,33.24018444,112.673595,59.55961245,9,27,808.3102165,287.6323116,253.5721105,34,272.6323116,266.3911661
Ordu,ASIA,1.550000013,40.96556891,37.80968193,131.7656242,218.9827109,45.51800484,986.1068241,118.5778699,56.02776327,26.61697976,344.4366744,182.8441704,187.2890742,281.9647839,59.41006701,22.84945191,7129.250517,262.4675256,8.185547035,253.9716515,105.8457456,207.44387
Orebro,EUROPE,1.490000012,59.31874607,15.15047649,60.74474454,163.5781934,-40.25525546,625.2053894,78.97559191,30.5606075,29.63199863,213.3670614,99.26226897,209.4862942,119.3047525,84,26.30850278,8327.955437,222.6654422,-89.25525546,312.8266267,153.6654422,-0.255255463
Orekhovo-Zuevo,EUROPE,0.640000005,55.8436977,38.93354134,48.87395396,183.7479079,-84.12604604,592.035421,90.25209208,28.79582676,36,222.9697917,90.84374561,222.9697917,106.0479188,81,21,10926.95937,246.0781272,-134.3302193,381.0781272,183.7479079,-26
Orel,EUROPE,1.540000012,53.00813137,36.03837998,56.16741799,186.1476135,-76.48193243,588.8892102,86.78106955,32.70129916,35.08397908,226.5426595,101.2466409,226.5426595,106.8843154,82.88863053,21,10816.45169,243.1675269,-134.832582,378.9801955,186.1476135,-28.451049
Orenburg,ASIA,2.390000019,51.84130676,55.07183934,54.57600406,227.2732781,-115.2858508,360.5099675,41.53676519,19.41492369,18.46507566,108.3968973,68.01408576,107.4014334,80.79330378,95.11708498,19.59024086,13971.38579,303.268742,-174.093243,477.8139385,200.1349908,-42.55774711
Orillia,NORTH AMERICA,0.670000005,44.66532508,-79.47507656,58.31542423,184.6017469,-70.68482549,913.9881174,87.62784588,57.31192638,12.00049527,250.238746,183.3464771,239.606162,222.2340121,86.30075275,23,10587.34782,244.6015013,-123.9855782,368.6020008,181.2594376,-25.68457577
Oriximina,SOUTH AMERICA,0.120000001,-1.742846693,-55.91680605,256.9124894,278.9124894,236.9124894,2279.350889,357.4001694,53.35004235,60,1000.500424,209.0501271,279.7875953,949.2378918,49.08751059,49,1672.575191,321.9124894,219.9124894,101,237.8249788,266.9124894
Orizaba,NORTH AMERICA,1.190000009,18.89919596,-97.16107495,178.6341926,197.8459644,150.7091233,1519.435997,273.581483,34.8267785,79.09075072,780.5311139,111.106373,762.6216559,112.8661577,87.8366829,61.86315895,1989.024494,244.7091233,102.6613691,141.9312288,196.3489013,153.427599
Orlando,NORTH AMERICA,18.54000015,28.59403438,-81.41472219,211.1415168,260.8421378,154.2009845,1308.531942,188.0290891,43.96553647,48.43940541,547.5879798,171.9774866,532.5576,210.6316174,86.58239148,42.69303671,4409.563887,298.7423932,96.9645137,201.334128,259.8418601,164.5666548
Orleans,EUROPE,2.880000023,47.93663775,1.868051677,108.955777,182.6745277,32.66723315,668.8845317,71.14594974,46.97627513,11,184.1597188,152.869218,160.5909728,169.2583424,76,30,6113.08006,239.2603457,-11.49648413,250.9695063,163.3859839,67.32030216
Orlu,AFRICA,36.70340314,5.89540018,6.988628549,250.341395,265.3969889,235.1130122,2056.326383,348.3850921,0.493195717,74.56743711,912.2794231,21.26210278,113.9134961,912.2794092,65.46503551,59.07747252,1240.911823,317.7669838,207.133372,110.1540639,235.1130261,261.7171654
Ormac,MALAY ARCHIPELAGO,0.950000008,11.09557738,124.5728144,260.397661,266.2201253,251.397661,1934.318,275.4665023,78.24902283,39.01730675,718.6771314,263.9289064,386.9609411,352.8912143,24.77089462,56.64634861,644.5518042,280.5988967,237.1443246,43.2533364,264.272584,258.0866489
Ornskoldsvik,EUROPE,1.170000009,63.33250543,18.64174147,39.17991791,149.6843345,-66.41722582,621.1244287,73.356681,31.24757672,29.32435634,208.5683498,100.0571072,191.9509594,127.7156561,55.34928011,18.32435634,8777.190521,196.956835,-98.66494562,295.6217806,142.6075549,-27.57250538
Orocue,SOUTH AMERICA,0.02,4.833194065,-71.41541275,247,256.9832812,235.9832812,2332.983281,359,18.01671882,60.98328118,952.9164059,105.0835941,143.0668753,950.8829683,53,65,881.7659365,294.9832812,213,81.98328118,239,254.9832812
Orongen Zizhiqi,ASIA,0.350000003,50.63343294,123.6666867,-12.2096285,175.3941929,-213.2096124,462.254443,144.0327659,1,122.8076374,336.451274,4.002890173,336.451274,6.00096875,91,17.00096875,15805.45551,232.7903715,-274.2096124,507.0009527,175.3941929,-176.6067598
Orsha,EUROPE,0.760000006,54.55817643,30.36727676,55.14320109,174.552199,-66.77829483,609.7776305,92.13201209,26.07850409,42.63070305,246.9388188,87.01380709,246.9388188,93.79210191,81.22170517,23,9888.836269,230.9214959,-120.0785041,351.630703,174.552199,-55.07850409
Orsk,ASIA,0.600000005,51.24986055,58.5764122,47.31694636,221,-123,311.7788583,37.60167812,18.56526823,26.03640989,107.1347318,57.73221458,107.1347318,61.61442916,100,20.80083906,14044.00671,295.1991609,-182.6830536,478,195.5355708,-106
Orumiyeh,ASIA,1.480000012,37.59906331,45.02360331,113.5063399,238.3159074,-8.507853973,318.8801046,58.74347056,1.176238595,66.04518411,150.3498747,12.13105449,12.13105449,86.07768839,111.2849172,28,10010.02259,333.3159074,-63.68409257,397.2849172,94.50633991,238.3159074
Oruro,SOUTH AMERICA,0.490000004,-17.91847812,-67.15311525,80.85577829,107.8959129,47.02006732,408.8408092,117.9921474,1,107.8901114,272.2564214,14,122.3160117,14,119.7316239,57,2513.979072,174.5673349,-34.83571097,209.4231132,100.8758456,47.02006732
Osaka,ASIA,40.54000032,34.74833346,135.3913815,156.195697,261.3774733,54.10653247,1372.0226,202.3573505,47.96786235,45.20164837,501.1054225,152.8900774,463.4718582,152.8900774,78.08312331,25.14699416,8445.44958,313.6795902,8.934566884,304.4128115,223.6332084,54.10653247
Osakarovka,ASIA,0.090000001,50.58319388,72.53720802,24.44817509,186.4481751,-137.5518249,291.8291986,49.55182491,9.551824912,48.89635018,125.2072996,35.55182491,115.6554747,39.65547474,103,23,13306.10365,253.8963502,-186.5518249,441,160.8963502,-120.5518249
Osh,ASIA,2.610000021,40.58877132,72.75255374,106.5053428,216.8066296,-3.63016339,382.9518091,58.7547011,5.892788502,53.32612188,166.3693817,26.51207784,34.50410879,93.51563244,103.03423,27.76992463,9042.364128,288.503882,-77.06234779,365.834044,87.93184959,216.7038223
Oshawa,NORTH AMERICA,5.050958952,43.92659522,-78.96721754,73.62217021,195.6005584,-49.5439413,865.7236541,88.00786406,51.97730438,13.51237551,244.1818141,173.5482272,240.3454502,183.443013,76.37780376,21.60010996,10203.51125,250.9780002,-97.36453658,348.7282656,188.4840873,-42.42868449
Oshikango,AFRICA,0.05,-17.33347251,15.83347301,218.9966479,255.9966479,176,530.023465,133.0033521,0,115,369.0100564,2,62.00335214,5.003352139,129.9966479,50,3268,345,89,256,221.9966479,177
Oshkosh,NORTH AMERICA,1.010000008,44.0668303,-88.60895363,71.11831155,203.2277208,-67.18746099,753.6883623,95.80116881,28.18746099,36.89059073,261.7940702,93.32575988,258.5485448,93.32575988,90.18746099,23,11042.44792,267.2277208,-120.6895968,388.1450384,178.1094093,-67.18746099
Oshogbo,AFRICA,1.679989011,7.754425067,4.452804082,246.5647752,263.7797587,228.9337185,1316.20471,207.6745478,2.839788641,70.21498352,541.9446793,19.2015821,208.3276066,526.0333608,74.05477216,54.82122917,1381.03031,323.8282793,189.6939239,133.753501,233.5585236,255.9336188
Osijek,EUROPE,0.750000006,45.58658301,18.61780571,109.9593307,212.9593307,-4.014668939,715.6947149,86.55798148,39.98443708,24.04111626,237.101294,124.9795126,229.2488552,139.0195085,93.00044699,27,8761.36123,274.9600041,-61.00067341,336.0011204,195.9593307,14.95933073
Oskemen,ASIA,1.170000009,50.01354826,82.58908277,36.97613975,197.6031797,-117.643067,475.3905566,55.05214655,21.93083202,28.05940776,151.5424204,72.66629009,139.5801269,81.84921036,109.8357475,25,12796.19338,265.5003266,-169.5053155,435.100662,104.8366508,-96.78893526
Oslo,EUROPE,8.350000067,59.9463149,10.69910096,57.55127617,157.982318,-45.19800964,836.5585499,103.7750579,39.18711375,27.49535218,281.0049711,141.9360961,247.0885604,156.3499962,82.5303092,26.32281686,8229.994344,214.6169736,-93.21113062,308.2216745,112.2531915,2.799377335
OsnabrÌùck,EUROPE,2.620000021,52.31771509,7.999977615,89.44879997,168.008974,7.230475221,801.4229564,83.82144255,43.95820798,17,239.8384361,154.4337915,239.8384361,199.3365354,72,27.1865752,6552.283082,218.008974,-41.69344406,259.9241115,168.008974,42.18034566
Osorio,SOUTH AMERICA,0.220000002,-29.83347246,-50.31427988,195.0728292,235.0728292,152.3031435,1592.816993,164.6968565,94.92717083,15.23031435,461.8602551,321.8543417,461.6299407,402.6240273,64.30905694,41.5393713,3453.478369,267.6122005,112.5334579,154.0787426,235.0728292,190.6850296
Osorno,SOUTH AMERICA,0.710000006,-40.53738434,-73.18544797,115.2032895,158.2183194,75.53802708,1292.792515,198.4881687,41.7779424,54.03003045,570.6239166,152.9096421,152.9096421,538.6525668,75.10517479,44,3383.513639,211.1817132,40.11219571,170.6441606,79.53802708,158.2183194
Ostersund,EUROPE,1.130000009,63.22132165,14.60546588,28.99746367,137.7249065,-78.19574481,525.3079924,81.3915198,21.63676752,40.51412631,207.0685995,74.63700222,207.0685995,87.80899765,75.45058991,24,8752.590164,198.2479196,-114.2668356,313.1591428,137.7249065,-64.84250057
Ostrava,EUROPE,5.120000041,49.87905485,18.27945091,83.75237795,182.2288111,-21.46548873,805.6245797,115.8124739,37.45569519,43.3863325,324.9314228,115.4262029,324.2716935,121.2114177,80.55338831,25.49899513,8263.732647,233.3433914,-77.46548873,311.2547478,175.9463941,-7.771188915
Otar,ASIA,0.290000002,43.59492855,75.16652676,78.74694958,214.8877652,-57.25305042,348.3367043,51.84489391,11.42244695,46,143.3938661,47.98570956,76.40815651,56.98570956,123.8591843,28,11015.82851,295.0285809,-138.2530504,434.2816313,131.8877652,205.8877652
Otaru,ASIA,0.660000005,43.24241157,140.9596469,71.10633186,186.1661745,-38.35127071,1301.722665,141.1464928,66.70876685,21.36362117,398.0650563,224.4422445,375.7092292,356.6092745,43.21366676,14.5469907,9139.193226,226.7730079,-70.86871596,297.7015666,117.6049305,53.75650995
Otjiwarongo,AFRICA,0.180000001,-20.41680583,16.59731534,190.4916195,231.6610796,136.3221593,413.1862212,126.8305398,0,122.6610796,300.1694602,3,79.50838053,3,142.8305398,52,3963.422726,316.4916195,44.3221593,272.1694602,209.4916195,136.3221593
Otradnyy,EUROPE,0.440000004,53.4165272,51.28224781,51.6113485,217,-110,409.7205605,49.77730301,19,26.16595451,137.109212,70.22269699,137.109212,87.22269699,87,19,13327.27517,287,-166,453,217,-43.3886515
Otsu,ASIA,2.110000017,35.07505205,135.8981102,149.0398657,255.6565322,46.1149742,1524.670964,202.4439604,73.24441205,36.18837218,521.8815107,228.6809212,512.8986689,228.6809212,77.62464507,24.99992073,8539.330094,307.9881285,1.716468365,306.2715809,224.1423148,46.1149742
Ottawa,NORTH AMERICA,8.340000067,45.44724822,-75.75959299,57.93160525,192.5031113,-84.97025932,924.0622161,89.2803319,60.96832437,10.64808915,261.5110044,196.266546,256.6072576,207.8523203,89.92216315,22,11393.86364,252.2310091,-152.5788147,405.2016298,185.5090664,-58.84411095
Ottumwa,NORTH AMERICA,0.470000004,41.0691875,-92.45383257,101.5294127,230.5294127,-37.30251022,894.1710294,111.5593776,30.7237571,41.4705873,316.0521132,97.30570444,306.271639,97.30570444,94,23,10854.42278,298.5294127,-96.78937656,395.3187893,204.5294127,-37.30251022
Oturkpo,AFRICA,0.280000002,7.246934274,8.095297942,261.1803684,282.290502,241.1803684,1527.562759,293.4924376,0,85,759.2482482,2.854749003,143.70632,759.2482482,82.145251,56.03511738,1621.195522,343.4708704,198.2154858,144.290502,241.1803684,271.3256194
Otuzco,SOUTH AMERICA,0.02,-7.833472551,-78.58347263,93,96,87,405,113,0,96,227,0,116,0,79,70,396,147,35,112,94,87
Ouadda,AFRICA,0.01,8.083194052,22.33319364,235,260,216,1247,228,0,87,647,6,97,647,100,62,1738,327,166,161,216,244
Ouagadougou,AFRICA,2.830000023,12.40491616,-1.560975275,276.4797495,306.7616077,253.9790931,804.9841245,241.6668961,0,125.7616077,589.4748107,0.194758724,67.45586829,1,112.0428765,56,2236.716589,374.522626,174.9790931,199.2043688,262.882635,271.1719086
Ouahigouya,AFRICA,0.220000002,13.59872546,-2.465794873,275.3643883,308.5985139,238.8136228,627.7910199,206.0167321,0,139.5507655,503.7061738,0,101.3106057,0,119,53,2789.042607,377.5985139,156.0393823,221.5591316,271.0477484,244.1780111
Ouargla,AFRICA,0.680000005,31.99986062,5.292937331,221.9995072,332.5161843,113.9997536,48.51716994,8.516923538,0,59.5502778,22.51692354,3,3,20.03360067,121,33,8891.512488,416.9995072,50.99975359,365.5164307,125.9997536,306.8994444
Oudtshoorn,AFRICA,0.380000003,-33.56570893,22.16660049,172.3596312,222.3596312,116.9333069,399.9894124,44.6368396,24.78595553,17.21316217,115.5701465,83.06404624,84.98250577,105.7358743,123.8526487,51,4266.178419,288.9991177,46.50698251,242.278973,160.5783326,207.8646037
